processo: 491, tentativas: 6, sucesso: 3
processo: 562, tentativas: 6, sucesso: 1
processo: 42, tentativas: 17, sucesso: 0
processo: 959, tentativas: 1, sucesso: 0
processo: 254, tentativas: 10, sucesso: 2
processo: 749, tentativas: 6, sucesso: 3
processo: 261, tentativas: 6, sucesso: 3
processo: 677, tentativas: 7, sucesso: 4
processo: 908, tentativas: 2, sucesso: 0
processo: 224, tentativas: 6, sucesso: 3
processo: 704, tentativas: 9, sucesso: 1
processo: 26, tentativas: 3, sucesso: 0
processo: 535, tentativas: 14, sucesso: 1
processo: 349, tentativas: 9, sucesso: 4
processo: 815, tentativas: 3, sucesso: 2
processo: 15, tentativas: 4, sucesso: 1
processo: 915, tentativas: 7, sucesso: 3
processo: 436, tentativas: 2, sucesso: 1
processo: 165, tentativas: 3, sucesso: 0
processo: 386, tentativas: 9, sucesso: 3
processo: 315, tentativas: 12, sucesso: 4
processo: 87, tentativas: 1, sucesso: 0
processo: 519, tentativas: 9, sucesso: 2
processo: 547, tentativas: 6, sucesso: 1
processo: 786, tentativas: 1, sucesso: 0
processo: 256, tentativas: 8, sucesso: 2
processo: 142, tentativas: 12, sucesso: 1
processo: 632, tentativas: 4, sucesso: 1
processo: 123, tentativas: 1, sucesso: 0
processo: 10, tentativas: 4, sucesso: 1
processo: 913, tentativas: 4, sucesso: 2
processo: 312, tentativas: 4, sucesso: 1
processo: 910, tentativas: 3, sucesso: 1
processo: 588, tentativas: 6, sucesso: 3
processo: 446, tentativas: 3, sucesso: 2
processo: 960, tentativas: 5, sucesso: 2
processo: 335, tentativas: 1, sucesso: 0
processo: 477, tentativas: 1, sucesso: 0
processo: 522, tentativas: 2, sucesso: 0
processo: 848, tentativas: 3, sucesso: 0
processo: 958, tentativas: 6, sucesso: 0
processo: 733, tentativas: 1, sucesso: 0
processo: 485, tentativas: 3, sucesso: 2
processo: 121, tentativas: 2, sucesso: 0
processo: 994, tentativas: 14, sucesso: 1
processo: 481, tentativas: 10, sucesso: 1
processo: 587, tentativas: 4, sucesso: 0
processo: 570, tentativas: 5, sucesso: 0
processo: 450, tentativas: 13, sucesso: 4
processo: 787, tentativas: 3, sucesso: 1
processo: 412, tentativas: 5, sucesso: 1
processo: 05, tentativas: 5, sucesso: 1
processo: 420, tentativas: 3, sucesso: 0
processo: 187, tentativas: 5, sucesso: 0
processo: 767, tentativas: 8, sucesso: 4
processo: 173, tentativas: 2, sucesso: 1
processo: 332, tentativas: 6, sucesso: 2
processo: 865, tentativas: 1, sucesso: 0
processo: 393, tentativas: 5, sucesso: 1
processo: 644, tentativas: 2, sucesso: 0
processo: 781, tentativas: 3, sucesso: 0
processo: 578, tentativas: 8, sucesso: 2
processo: 19, tentativas: 7, sucesso: 0
processo: 368, tentativas: 4, sucesso: 1
processo: 185, tentativas: 1, sucesso: 0
processo: 743, tentativas: 9, sucesso: 4
processo: 538, tentativas: 3, sucesso: 0
processo: 453, tentativas: 4, sucesso: 0
processo: 272, tentativas: 9, sucesso: 4
processo: 361, tentativas: 7, sucesso: 2
processo: 478, tentativas: 5, sucesso: 2
processo: 43, tentativas: 1, sucesso: 0
processo: 895, tentativas: 2, sucesso: 0
processo: 226, tentativas: 2, sucesso: 0
processo: 104, tentativas: 4, sucesso: 1
processo: 772, tentativas: 3, sucesso: 0
processo: 531, tentativas: 10, sucesso: 5
processo: 145, tentativas: 7, sucesso: 0
processo: 640, tentativas: 2, sucesso: 1
processo: 277, tentativas: 6, sucesso: 0
processo: 479, tentativas: 2, sucesso: 1
processo: 808, tentativas: 5, sucesso: 1
processo: 518, tentativas: 9, sucesso: 3
processo: 247, tentativas: 6, sucesso: 3
processo: 909, tentativas: 6, sucesso: 3
processo: 205, tentativas: 4, sucesso: 0
processo: 487, tentativas: 3, sucesso: 0
processo: 814, tentativas: 1, sucesso: 0
processo: 851, tentativas: 5, sucesso: 0
processo: 696, tentativas: 1, sucesso: 0
processo: 06, tentativas: 2, sucesso: 0
processo: 387, tentativas: 6, sucesso: 1
processo: 871, tentativas: 14, sucesso: 0
processo: 811, tentativas: 1, sucesso: 0
processo: 83, tentativas: 3, sucesso: 0
processo: 527, tentativas: 1, sucesso: 0
processo: 751, tentativas: 2, sucesso: 0
processo: 170, tentativas: 4, sucesso: 1
processo: 211, tentativas: 2, sucesso: 1
processo: 896, tentativas: 1, sucesso: 0
processo: 905, tentativas: 2, sucesso: 0
processo: 334, tentativas: 1, sucesso: 0
processo: 553, tentativas: 4, sucesso: 0
processo: 782, tentativas: 3, sucesso: 0
processo: 23, tentativas: 2, sucesso: 0
processo: 973, tentativas: 3, sucesso: 0
processo: 872, tentativas: 6, sucesso: 1
processo: 471, tentativas: 3, sucesso: 2
processo: 699, tentativas: 1, sucesso: 0
processo: 852, tentativas: 8, sucesso: 4
processo: 316, tentativas: 1, sucesso: 0
processo: 81, tentativas: 2, sucesso: 0
processo: 323, tentativas: 3, sucesso: 2
processo: 499, tentativas: 6, sucesso: 1
processo: 180, tentativas: 4, sucesso: 0
processo: 370, tentativas: 13, sucesso: 2
processo: 732, tentativas: 1, sucesso: 0
processo: 886, tentativas: 3, sucesso: 0
processo: 948, tentativas: 11, sucesso: 2
processo: 278, tentativas: 8, sucesso: 2
processo: 259, tentativas: 12, sucesso: 1
processo: 454, tentativas: 10, sucesso: 2
processo: 75, tentativas: 2, sucesso: 0
processo: 388, tentativas: 1, sucesso: 0
processo: 252, tentativas: 5, sucesso: 2
processo: 734, tentativas: 3, sucesso: 2
processo: 714, tentativas: 7, sucesso: 4
processo: 473, tentativas: 3, sucesso: 2
processo: 900, tentativas: 1, sucesso: 0
processo: 876, tentativas: 3, sucesso: 1
processo: 583, tentativas: 4, sucesso: 1
processo: 759, tentativas: 7, sucesso: 3
processo: 407, tentativas: 7, sucesso: 0
processo: 718, tentativas: 1, sucesso: 0
processo: 424, tentativas: 19, sucesso: 1
processo: 508, tentativas: 1, sucesso: 0
processo: 246, tentativas: 2, sucesso: 1
processo: 868, tentativas: 7, sucesso: 3
processo: 857, tentativas: 1, sucesso: 0
processo: 360, tentativas: 2, sucesso: 0
processo: 00, tentativas: 5, sucesso: 4
processo: 845, tentativas: 3, sucesso: 1
processo: 325, tentativas: 8, sucesso: 2
processo: 133, tentativas: 2, sucesso: 0
processo: 903, tentativas: 8, sucesso: 1
processo: 608, tentativas: 2, sucesso: 1
processo: 738, tentativas: 1, sucesso: 0
processo: 164, tentativas: 9, sucesso: 0
processo: 648, tentativas: 1, sucesso: 0
processo: 329, tentativas: 5, sucesso: 3
processo: 589, tentativas: 9, sucesso: 1
processo: 48, tentativas: 16, sucesso: 0
processo: 597, tentativas: 1, sucesso: 0
processo: 561, tentativas: 5, sucesso: 0
processo: 710, tentativas: 9, sucesso: 4
processo: 775, tentativas: 6, sucesso: 1
processo: 540, tentativas: 3, sucesso: 2
processo: 730, tentativas: 6, sucesso: 2
processo: 333, tentativas: 1, sucesso: 0
processo: 949, tentativas: 3, sucesso: 2
processo: 108, tentativas: 3, sucesso: 0
processo: 294, tentativas: 3, sucesso: 0
processo: 251, tentativas: 5, sucesso: 1
processo: 607, tentativas: 8, sucesso: 4
processo: 24, tentativas: 1, sucesso: 0
processo: 59, tentativas: 7, sucesso: 4
processo: 141, tentativas: 11, sucesso: 0
processo: 878, tentativas: 1, sucesso: 0
processo: 642, tentativas: 3, sucesso: 0
processo: 840, tentativas: 10, sucesso: 2
processo: 596, tentativas: 2, sucesso: 1
processo: 740, tentativas: 7, sucesso: 1
processo: 208, tentativas: 4, sucesso: 0
processo: 488, tentativas: 3, sucesso: 1
processo: 148, tentativas: 1, sucesso: 0
processo: 611, tentativas: 11, sucesso: 6
processo: 526, tentativas: 3, sucesso: 1
processo: 452, tentativas: 3, sucesso: 2
processo: 703, tentativas: 1, sucesso: 0
processo: 500, tentativas: 5, sucesso: 3
processo: 197, tentativas: 1, sucesso: 0
processo: 379, tentativas: 3, sucesso: 0
processo: 934, tentativas: 4, sucesso: 3
processo: 99, tentativas: 6, sucesso: 0
processo: 110, tentativas: 4, sucesso: 0
processo: 483, tentativas: 7, sucesso: 1
processo: 609, tentativas: 6, sucesso: 4
processo: 184, tentativas: 3, sucesso: 1
processo: 350, tentativas: 2, sucesso: 0
processo: 678, tentativas: 6, sucesso: 1
processo: 849, tentativas: 5, sucesso: 3
processo: 244, tentativas: 8, sucesso: 0
processo: 109, tentativas: 6, sucesso: 0
processo: 231, tentativas: 3, sucesso: 0
processo: 758, tentativas: 4, sucesso: 0
processo: 606, tentativas: 2, sucesso: 0
processo: 302, tentativas: 1, sucesso: 0
processo: 314, tentativas: 1, sucesso: 0
processo: 422, tentativas: 9, sucesso: 4
processo: 997, tentativas: 4, sucesso: 1
processo: 537, tentativas: 10, sucesso: 1
processo: 392, tentativas: 2, sucesso: 0
processo: 494, tentativas: 6, sucesso: 2
processo: 50, tentativas: 1, sucesso: 0
processo: 45, tentativas: 1, sucesso: 0
processo: 690, tentativas: 4, sucesso: 1
processo: 374, tentativas: 8, sucesso: 5
processo: 295, tentativas: 1, sucesso: 0
processo: 862, tentativas: 5, sucesso: 3
processo: 380, tentativas: 1, sucesso: 0
processo: 406, tentativas: 3, sucesso: 1
processo: 177, tentativas: 7, sucesso: 0
processo: 567, tentativas: 9, sucesso: 1
processo: 776, tentativas: 2, sucesso: 0
processo: 771, tentativas: 1, sucesso: 0
processo: 150, tentativas: 7, sucesso: 0
processo: 592, tentativas: 15, sucesso: 5
processo: 666, tentativas: 3, sucesso: 1
processo: 586, tentativas: 6, sucesso: 2
processo: 174, tentativas: 4, sucesso: 0
processo: 114, tentativas: 2, sucesso: 0
processo: 270, tentativas: 4, sucesso: 2
processo: 582, tentativas: 16, sucesso: 3
processo: 257, tentativas: 5, sucesso: 3
processo: 993, tentativas: 2, sucesso: 1
processo: 601, tentativas: 10, sucesso: 3
processo: 964, tentativas: 3, sucesso: 0
processo: 194, tentativas: 6, sucesso: 0
processo: 365, tentativas: 5, sucesso: 1
processo: 604, tentativas: 2, sucesso: 0
processo: 195, tentativas: 2, sucesso: 1
processo: 243, tentativas: 5, sucesso: 0
processo: 577, tentativas: 4, sucesso: 1
processo: 925, tentativas: 1, sucesso: 0
processo: 651, tentativas: 3, sucesso: 1
processo: 93, tentativas: 6, sucesso: 0
processo: 64, tentativas: 2, sucesso: 1
processo: 520, tentativas: 9, sucesso: 3
processo: 805, tentativas: 6, sucesso: 1
processo: 955, tentativas: 6, sucesso: 3
processo: 408, tentativas: 4, sucesso: 0
processo: 476, tentativas: 2, sucesso: 0
processo: 62, tentativas: 4, sucesso: 2
processo: 546, tentativas: 5, sucesso: 3
processo: 366, tentativas: 2, sucesso: 0
processo: 929, tentativas: 4, sucesso: 1
processo: 17, tentativas: 1, sucesso: 0
processo: 320, tentativas: 7, sucesso: 2
processo: 515, tentativas: 3, sucesso: 2
processo: 700, tentativas: 2, sucesso: 0
processo: 581, tentativas: 6, sucesso: 2
processo: 612, tentativas: 6, sucesso: 1
processo: 765, tentativas: 3, sucesso: 0
processo: 02, tentativas: 1, sucesso: 0
processo: 874, tentativas: 1, sucesso: 0
processo: 660, tentativas: 4, sucesso: 3
processo: 03, tentativas: 3, sucesso: 0
processo: 675, tentativas: 7, sucesso: 1
processo: 791, tentativas: 4, sucesso: 1
processo: 935, tentativas: 1, sucesso: 0
processo: 74, tentativas: 3, sucesso: 0
processo: 29, tentativas: 3, sucesso: 0
processo: 354, tentativas: 14, sucesso: 0
processo: 192, tentativas: 1, sucesso: 0
processo: 310, tentativas: 3, sucesso: 1
processo: 763, tentativas: 6, sucesso: 2
processo: 825, tentativas: 10, sucesso: 3
processo: 509, tentativas: 7, sucesso: 1
processo: 774, tentativas: 3, sucesso: 1
processo: 869, tentativas: 2, sucesso: 0
processo: 235, tentativas: 2, sucesso: 0
processo: 288, tentativas: 5, sucesso: 1
processo: 241, tentativas: 7, sucesso: 3
processo: 938, tentativas: 22, sucesso: 4
processo: 695, tentativas: 2, sucesso: 0
processo: 236, tentativas: 5, sucesso: 2
processo: 698, tentativas: 1, sucesso: 0
processo: 52, tentativas: 1, sucesso: 0
processo: 474, tentativas: 11, sucesso: 0
processo: 167, tentativas: 2, sucesso: 0
processo: 414, tentativas: 2, sucesso: 1
processo: 413, tentativas: 2, sucesso: 0
processo: 120, tentativas: 3, sucesso: 0
processo: 725, tentativas: 2, sucesso: 0
processo: 697, tentativas: 5, sucesso: 2
processo: 135, tentativas: 1, sucesso: 0
processo: 22, tentativas: 3, sucesso: 0
processo: 655, tentativas: 3, sucesso: 1
processo: 143, tentativas: 6, sucesso: 0
processo: 44, tentativas: 7, sucesso: 1
processo: 568, tentativas: 6, sucesso: 2
processo: 358, tentativas: 9, sucesso: 4
processo: 777, tentativas: 7, sucesso: 2
processo: 282, tentativas: 8, sucesso: 4
processo: 451, tentativas: 1, sucesso: 0
processo: 505, tentativas: 8, sucesso: 1
processo: 693, tentativas: 6, sucesso: 2
processo: 983, tentativas: 8, sucesso: 1
processo: 686, tentativas: 6, sucesso: 0
processo: 96, tentativas: 9, sucesso: 0
processo: 931, tentativas: 4, sucesso: 2
processo: 605, tentativas: 5, sucesso: 1
processo: 923, tentativas: 2, sucesso: 1
processo: 842, tentativas: 5, sucesso: 1
processo: 720, tentativas: 1, sucesso: 0
processo: 469, tentativas: 10, sucesso: 0
processo: 156, tentativas: 6, sucesso: 0
processo: 793, tentativas: 6, sucesso: 2
processo: 464, tentativas: 12, sucesso: 0
processo: 667, tentativas: 1, sucesso: 0
processo: 376, tentativas: 3, sucesso: 2
processo: 954, tentativas: 4, sucesso: 1
processo: 137, tentativas: 1, sucesso: 0
processo: 652, tentativas: 6, sucesso: 0
processo: 560, tentativas: 2, sucesso: 1
processo: 255, tentativas: 3, sucesso: 1
processo: 820, tentativas: 2, sucesso: 1
processo: 98, tentativas: 2, sucesso: 0
processo: 729, tentativas: 1, sucesso: 0
processo: 795, tentativas: 3, sucesso: 1
processo: 267, tentativas: 6, sucesso: 2
processo: 625, tentativas: 3, sucesso: 0
processo: 56, tentativas: 6, sucesso: 0
processo: 206, tentativas: 7, sucesso: 1
processo: 94, tentativas: 2, sucesso: 0
processo: 378, tentativas: 6, sucesso: 3
processo: 324, tentativas: 5, sucesso: 1
processo: 66, tentativas: 1, sucesso: 0
processo: 548, tentativas: 1, sucesso: 0
processo: 594, tentativas: 2, sucesso: 1
processo: 37, tentativas: 5, sucesso: 0
processo: 434, tentativas: 2, sucesso: 0
processo: 122, tentativas: 5, sucesso: 1
processo: 971, tentativas: 2, sucesso: 0
processo: 223, tentativas: 14, sucesso: 0
processo: 883, tentativas: 8, sucesso: 1
processo: 906, tentativas: 5, sucesso: 1
processo: 830, tentativas: 4, sucesso: 0
processo: 331, tentativas: 2, sucesso: 0
processo: 999, tentativas: 1, sucesso: 0
processo: 113, tentativas: 2, sucesso: 0
processo: 415, tentativas: 6, sucesso: 0
processo: 160, tentativas: 5, sucesso: 3
processo: 902, tentativas: 2, sucesso: 1
processo: 130, tentativas: 3, sucesso: 0
processo: 796, tentativas: 7, sucesso: 3
processo: 844, tentativas: 10, sucesso: 2
processo: 897, tentativas: 4, sucesso: 1
processo: 550, tentativas: 3, sucesso: 1
processo: 397, tentativas: 1, sucesso: 0
processo: 816, tentativas: 3, sucesso: 2
processo: 951, tentativas: 8, sucesso: 5
processo: 253, tentativas: 3, sucesso: 0
processo: 541, tentativas: 9, sucesso: 0
processo: 712, tentativas: 7, sucesso: 0
processo: 967, tentativas: 2, sucesso: 0
processo: 723, tentativas: 6, sucesso: 4
processo: 847, tentativas: 1, sucesso: 0
processo: 227, tentativas: 5, sucesso: 3
processo: 250, tentativas: 4, sucesso: 1
processo: 692, tentativas: 10, sucesso: 0
processo: 229, tentativas: 2, sucesso: 1
processo: 58, tentativas: 6, sucesso: 0
processo: 16, tentativas: 5, sucesso: 0
processo: 57, tentativas: 8, sucesso: 0
processo: 831, tentativas: 10, sucesso: 3
processo: 812, tentativas: 2, sucesso: 0
processo: 269, tentativas: 4, sucesso: 1
processo: 634, tentativas: 11, sucesso: 7
processo: 92, tentativas: 1, sucesso: 0
processo: 705, tentativas: 1, sucesso: 0
processo: 39, tentativas: 3, sucesso: 0
processo: 748, tentativas: 4, sucesso: 0
processo: 346, tentativas: 5, sucesso: 0
