processo: 737, tentativas: 14, sucesso: 0
processo: 431, tentativas: 10, sucesso: 0
processo: 131, tentativas: 12, sucesso: 0
processo: 84, tentativas: 8, sucesso: 0
processo: 407, tentativas: 1, sucesso: 0
processo: 461, tentativas: 3, sucesso: 0
processo: 695, tentativas: 8, sucesso: 2
processo: 704, tentativas: 8, sucesso: 2
processo: 411, tentativas: 11, sucesso: 1
processo: 882, tentativas: 4, sucesso: 0
processo: 878, tentativas: 9, sucesso: 1
processo: 797, tentativas: 3, sucesso: 2
processo: 964, tentativas: 7, sucesso: 0
processo: 78, tentativas: 3, sucesso: 1
processo: 417, tentativas: 2, sucesso: 1
processo: 588, tentativas: 2, sucesso: 1
processo: 859, tentativas: 1, sucesso: 0
processo: 308, tentativas: 8, sucesso: 1
processo: 176, tentativas: 12, sucesso: 2
processo: 59, tentativas: 2, sucesso: 0
processo: 813, tentativas: 5, sucesso: 1
processo: 271, tentativas: 18, sucesso: 3
processo: 586, tentativas: 11, sucesso: 2
processo: 796, tentativas: 14, sucesso: 2
processo: 895, tentativas: 7, sucesso: 1
processo: 265, tentativas: 5, sucesso: 2
processo: 355, tentativas: 6, sucesso: 1
processo: 899, tentativas: 24, sucesso: 2
processo: 378, tentativas: 12, sucesso: 3
processo: 364, tentativas: 13, sucesso: 1
processo: 368, tentativas: 21, sucesso: 2
processo: 835, tentativas: 1, sucesso: 0
processo: 602, tentativas: 10, sucesso: 2
processo: 840, tentativas: 3, sucesso: 0
processo: 188, tentativas: 4, sucesso: 0
processo: 550, tentativas: 1, sucesso: 0
processo: 367, tentativas: 8, sucesso: 1
processo: 607, tentativas: 6, sucesso: 0
processo: 22, tentativas: 1, sucesso: 0
processo: 970, tentativas: 9, sucesso: 1
processo: 909, tentativas: 8, sucesso: 2
processo: 357, tentativas: 1, sucesso: 0
processo: 475, tentativas: 4, sucesso: 1
processo: 80, tentativas: 7, sucesso: 0
processo: 532, tentativas: 5, sucesso: 1
processo: 692, tentativas: 26, sucesso: 2
processo: 430, tentativas: 7, sucesso: 3
processo: 486, tentativas: 3, sucesso: 2
processo: 216, tentativas: 5, sucesso: 2
processo: 14, tentativas: 4, sucesso: 0
processo: 731, tentativas: 4, sucesso: 0
processo: 478, tentativas: 11, sucesso: 4
processo: 202, tentativas: 10, sucesso: 2
processo: 393, tentativas: 28, sucesso: 0
processo: 12, tentativas: 18, sucesso: 1
processo: 15, tentativas: 19, sucesso: 1
processo: 922, tentativas: 21, sucesso: 3
processo: 743, tentativas: 2, sucesso: 0
processo: 535, tentativas: 10, sucesso: 2
processo: 199, tentativas: 1, sucesso: 0
processo: 664, tentativas: 3, sucesso: 1
processo: 135, tentativas: 4, sucesso: 0
processo: 16, tentativas: 5, sucesso: 2
processo: 277, tentativas: 11, sucesso: 3
processo: 666, tentativas: 12, sucesso: 0
processo: 335, tentativas: 7, sucesso: 1
processo: 928, tentativas: 26, sucesso: 1
processo: 495, tentativas: 1, sucesso: 0
processo: 838, tentativas: 15, sucesso: 1
processo: 761, tentativas: 25, sucesso: 0
processo: 537, tentativas: 11, sucesso: 2
processo: 410, tentativas: 9, sucesso: 0
processo: 808, tentativas: 11, sucesso: 2
processo: 675, tentativas: 5, sucesso: 0
processo: 634, tentativas: 4, sucesso: 3
processo: 158, tentativas: 11, sucesso: 0
processo: 571, tentativas: 1, sucesso: 0
processo: 369, tentativas: 5, sucesso: 1
processo: 05, tentativas: 2, sucesso: 1
processo: 521, tentativas: 36, sucesso: 2
processo: 762, tentativas: 7, sucesso: 3
processo: 90, tentativas: 13, sucesso: 3
processo: 428, tentativas: 5, sucesso: 3
processo: 389, tentativas: 12, sucesso: 0
processo: 377, tentativas: 4, sucesso: 1
processo: 126, tentativas: 8, sucesso: 0
processo: 715, tentativas: 15, sucesso: 0
processo: 283, tentativas: 3, sucesso: 1
processo: 441, tentativas: 4, sucesso: 2
processo: 88, tentativas: 8, sucesso: 3
processo: 91, tentativas: 7, sucesso: 2
processo: 849, tentativas: 7, sucesso: 1
processo: 156, tentativas: 13, sucesso: 2
processo: 719, tentativas: 2, sucesso: 1
processo: 562, tentativas: 16, sucesso: 2
processo: 914, tentativas: 4, sucesso: 1
processo: 526, tentativas: 14, sucesso: 0
processo: 508, tentativas: 7, sucesso: 1
processo: 13, tentativas: 2, sucesso: 0
processo: 614, tentativas: 10, sucesso: 3
processo: 788, tentativas: 18, sucesso: 0
processo: 363, tentativas: 9, sucesso: 1
processo: 867, tentativas: 4, sucesso: 2
processo: 190, tentativas: 13, sucesso: 0
processo: 258, tentativas: 2, sucesso: 0
processo: 791, tentativas: 4, sucesso: 3
processo: 500, tentativas: 6, sucesso: 0
processo: 603, tentativas: 14, sucesso: 1
processo: 740, tentativas: 9, sucesso: 1
processo: 403, tentativas: 12, sucesso: 0
processo: 212, tentativas: 7, sucesso: 0
processo: 463, tentativas: 11, sucesso: 0
processo: 142, tentativas: 1, sucesso: 0
processo: 166, tentativas: 2, sucesso: 1
processo: 31, tentativas: 1, sucesso: 0
processo: 467, tentativas: 10, sucesso: 3
processo: 228, tentativas: 3, sucesso: 1
processo: 219, tentativas: 6, sucesso: 2
processo: 69, tentativas: 3, sucesso: 2
processo: 559, tentativas: 11, sucesso: 0
processo: 418, tentativas: 21, sucesso: 0
processo: 809, tentativas: 6, sucesso: 1
processo: 531, tentativas: 3, sucesso: 1
processo: 700, tentativas: 5, sucesso: 2
processo: 852, tentativas: 10, sucesso: 2
processo: 237, tentativas: 6, sucesso: 4
processo: 339, tentativas: 19, sucesso: 1
processo: 794, tentativas: 2, sucesso: 0
processo: 57, tentativas: 7, sucesso: 1
processo: 350, tentativas: 14, sucesso: 2
processo: 492, tentativas: 6, sucesso: 3
processo: 388, tentativas: 5, sucesso: 1
processo: 123, tentativas: 9, sucesso: 1
processo: 643, tentativas: 5, sucesso: 2
processo: 555, tentativas: 13, sucesso: 3
processo: 985, tentativas: 6, sucesso: 0
processo: 115, tentativas: 18, sucesso: 0
processo: 116, tentativas: 4, sucesso: 0
processo: 376, tentativas: 10, sucesso: 2
processo: 293, tentativas: 13, sucesso: 0
processo: 595, tentativas: 2, sucesso: 0
processo: 631, tentativas: 10, sucesso: 1
processo: 195, tentativas: 2, sucesso: 0
processo: 394, tentativas: 14, sucesso: 0
processo: 460, tentativas: 18, sucesso: 2
processo: 134, tentativas: 5, sucesso: 4
processo: 406, tentativas: 3, sucesso: 2
processo: 10, tentativas: 3, sucesso: 2
processo: 722, tentativas: 12, sucesso: 1
processo: 64, tentativas: 4, sucesso: 3
processo: 223, tentativas: 9, sucesso: 1
processo: 246, tentativas: 3, sucesso: 1
processo: 940, tentativas: 7, sucesso: 2
processo: 630, tentativas: 15, sucesso: 0
processo: 448, tentativas: 32, sucesso: 1
processo: 824, tentativas: 8, sucesso: 0
processo: 480, tentativas: 10, sucesso: 5
processo: 432, tentativas: 3, sucesso: 1
processo: 951, tentativas: 5, sucesso: 0
processo: 11, tentativas: 4, sucesso: 3
processo: 830, tentativas: 19, sucesso: 2
processo: 806, tentativas: 23, sucesso: 0
processo: 959, tentativas: 3, sucesso: 1
processo: 836, tentativas: 4, sucesso: 0
processo: 89, tentativas: 2, sucesso: 1
processo: 551, tentativas: 10, sucesso: 0
processo: 464, tentativas: 18, sucesso: 2
processo: 70, tentativas: 2, sucesso: 1
processo: 533, tentativas: 33, sucesso: 2
processo: 742, tentativas: 7, sucesso: 1
processo: 919, tentativas: 21, sucesso: 0
processo: 775, tentativas: 14, sucesso: 2
processo: 997, tentativas: 3, sucesso: 2
processo: 189, tentativas: 6, sucesso: 1
processo: 148, tentativas: 13, sucesso: 0
processo: 671, tentativas: 8, sucesso: 1
processo: 678, tentativas: 2, sucesso: 1
processo: 790, tentativas: 12, sucesso: 0
processo: 347, tentativas: 3, sucesso: 1
processo: 529, tentativas: 6, sucesso: 1
processo: 170, tentativas: 3, sucesso: 1
processo: 469, tentativas: 6, sucesso: 0
processo: 617, tentativas: 6, sucesso: 1
processo: 774, tentativas: 1, sucesso: 0
processo: 998, tentativas: 5, sucesso: 0
processo: 288, tentativas: 4, sucesso: 0
processo: 26, tentativas: 24, sucesso: 0
processo: 673, tentativas: 8, sucesso: 3
processo: 398, tentativas: 30, sucesso: 0
processo: 354, tentativas: 8, sucesso: 0
processo: 839, tentativas: 18, sucesso: 1
processo: 816, tentativas: 1, sucesso: 0
processo: 943, tentativas: 1, sucesso: 0
processo: 979, tentativas: 9, sucesso: 0
processo: 372, tentativas: 13, sucesso: 0
processo: 711, tentativas: 4, sucesso: 2
processo: 587, tentativas: 4, sucesso: 1
processo: 218, tentativas: 9, sucesso: 0
processo: 138, tentativas: 10, sucesso: 0
processo: 644, tentativas: 10, sucesso: 2
processo: 506, tentativas: 5, sucesso: 3
processo: 329, tentativas: 3, sucesso: 1
processo: 613, tentativas: 6, sucesso: 1
processo: 629, tentativas: 4, sucesso: 0
processo: 633, tentativas: 24, sucesso: 2
processo: 800, tentativas: 11, sucesso: 2
processo: 954, tentativas: 23, sucesso: 0
processo: 09, tentativas: 8, sucesso: 2
processo: 601, tentativas: 2, sucesso: 0
processo: 233, tentativas: 9, sucesso: 2
processo: 735, tentativas: 34, sucesso: 3
processo: 342, tentativas: 2, sucesso: 0
processo: 479, tentativas: 3, sucesso: 1
processo: 665, tentativas: 7, sucesso: 1
processo: 648, tentativas: 6, sucesso: 1
processo: 624, tentativas: 10, sucesso: 2
processo: 53, tentativas: 1, sucesso: 0
processo: 336, tentativas: 4, sucesso: 1
processo: 894, tentativas: 10, sucesso: 0
processo: 154, tentativas: 18, sucesso: 3
processo: 68, tentativas: 12, sucesso: 4
processo: 303, tentativas: 5, sucesso: 3
processo: 243, tentativas: 9, sucesso: 0
processo: 353, tentativas: 9, sucesso: 0
processo: 659, tentativas: 4, sucesso: 1
processo: 366, tentativas: 12, sucesso: 2
processo: 454, tentativas: 8, sucesso: 3
processo: 799, tentativas: 13, sucesso: 0
processo: 732, tentativas: 5, sucesso: 0
processo: 906, tentativas: 6, sucesso: 1
processo: 191, tentativas: 12, sucesso: 1
processo: 266, tentativas: 11, sucesso: 1
processo: 227, tentativas: 1, sucesso: 0
processo: 865, tentativas: 9, sucesso: 2
processo: 488, tentativas: 4, sucesso: 2
processo: 186, tentativas: 10, sucesso: 0
processo: 301, tentativas: 8, sucesso: 1
processo: 161, tentativas: 22, sucesso: 0
processo: 776, tentativas: 2, sucesso: 1
processo: 516, tentativas: 14, sucesso: 0
processo: 754, tentativas: 12, sucesso: 3
processo: 851, tentativas: 25, sucesso: 0
processo: 147, tentativas: 16, sucesso: 2
processo: 868, tentativas: 2, sucesso: 0
processo: 77, tentativas: 10, sucesso: 1
processo: 334, tentativas: 10, sucesso: 2
processo: 669, tentativas: 9, sucesso: 1
processo: 295, tentativas: 10, sucesso: 2
processo: 262, tentativas: 1, sucesso: 0
processo: 933, tentativas: 7, sucesso: 2
processo: 862, tentativas: 7, sucesso: 0
processo: 210, tentativas: 19, sucesso: 1
processo: 294, tentativas: 9, sucesso: 0
processo: 490, tentativas: 39, sucesso: 5
processo: 160, tentativas: 13, sucesso: 0
processo: 647, tentativas: 12, sucesso: 2
processo: 681, tentativas: 9, sucesso: 3
processo: 786, tentativas: 6, sucesso: 1
processo: 585, tentativas: 1, sucesso: 0
processo: 593, tentativas: 9, sucesso: 2
processo: 21, tentativas: 15, sucesso: 2
processo: 414, tentativas: 1, sucesso: 0
processo: 929, tentativas: 13, sucesso: 2
processo: 155, tentativas: 9, sucesso: 0
processo: 987, tentativas: 6, sucesso: 1
processo: 208, tentativas: 5, sucesso: 3
processo: 745, tentativas: 1, sucesso: 0
processo: 124, tentativas: 2, sucesso: 0
processo: 386, tentativas: 10, sucesso: 1
processo: 98, tentativas: 6, sucesso: 1
processo: 28, tentativas: 5, sucesso: 0
processo: 444, tentativas: 3, sucesso: 1
processo: 891, tentativas: 5, sucesso: 0
processo: 683, tentativas: 4, sucesso: 0
processo: 40, tentativas: 1, sucesso: 0
processo: 540, tentativas: 4, sucesso: 2
processo: 687, tentativas: 4, sucesso: 2
processo: 455, tentativas: 4, sucesso: 2
processo: 346, tentativas: 12, sucesso: 1
processo: 292, tentativas: 14, sucesso: 0
processo: 194, tentativas: 15, sucesso: 1
processo: 494, tentativas: 11, sucesso: 0
processo: 656, tentativas: 5, sucesso: 0
processo: 462, tentativas: 2, sucesso: 1
processo: 662, tentativas: 18, sucesso: 1
processo: 765, tentativas: 2, sucesso: 1
processo: 627, tentativas: 4, sucesso: 2
processo: 854, tentativas: 7, sucesso: 2
processo: 690, tentativas: 2, sucesso: 1
processo: 645, tentativas: 8, sucesso: 3
processo: 119, tentativas: 8, sucesso: 2
processo: 312, tentativas: 4, sucesso: 1
processo: 913, tentativas: 1, sucesso: 0
processo: 397, tentativas: 10, sucesso: 3
processo: 793, tentativas: 13, sucesso: 1
processo: 768, tentativas: 12, sucesso: 1
processo: 767, tentativas: 1, sucesso: 0
processo: 23, tentativas: 13, sucesso: 4
processo: 872, tentativas: 14, sucesso: 0
processo: 772, tentativas: 10, sucesso: 0
processo: 03, tentativas: 5, sucesso: 3
processo: 845, tentativas: 9, sucesso: 4
processo: 253, tentativas: 5, sucesso: 2
processo: 938, tentativas: 1, sucesso: 0
processo: 175, tentativas: 3, sucesso: 1
processo: 321, tentativas: 8, sucesso: 1
processo: 826, tentativas: 21, sucesso: 0
processo: 649, tentativas: 1, sucesso: 0
processo: 993, tentativas: 5, sucesso: 0
processo: 229, tentativas: 15, sucesso: 2
processo: 638, tentativas: 8, sucesso: 1
processo: 180, tentativas: 4, sucesso: 0
processo: 162, tentativas: 2, sucesso: 1
processo: 592, tentativas: 1, sucesso: 0
processo: 17, tentativas: 1, sucesso: 0
processo: 574, tentativas: 5, sucesso: 1
processo: 396, tentativas: 7, sucesso: 0
processo: 946, tentativas: 19, sucesso: 1
processo: 738, tentativas: 6, sucesso: 0
processo: 125, tentativas: 8, sucesso: 3
processo: 751, tentativas: 6, sucesso: 0
processo: 220, tentativas: 17, sucesso: 1
processo: 869, tentativas: 1, sucesso: 0
processo: 871, tentativas: 2, sucesso: 0
processo: 401, tentativas: 8, sucesso: 2
processo: 771, tentativas: 10, sucesso: 0
processo: 449, tentativas: 3, sucesso: 0
processo: 153, tentativas: 9, sucesso: 2
processo: 236, tentativas: 8, sucesso: 1
processo: 179, tentativas: 7, sucesso: 3
processo: 618, tentativas: 3, sucesso: 1
processo: 54, tentativas: 9, sucesso: 2
processo: 473, tentativas: 8, sucesso: 0
processo: 457, tentativas: 3, sucesso: 0
processo: 370, tentativas: 4, sucesso: 2
processo: 427, tentativas: 3, sucesso: 1
processo: 773, tentativas: 5, sucesso: 3
processo: 450, tentativas: 5, sucesso: 2
processo: 982, tentativas: 2, sucesso: 0
processo: 145, tentativas: 4, sucesso: 0
processo: 255, tentativas: 15, sucesso: 0
processo: 299, tentativas: 20, sucesso: 1
processo: 714, tentativas: 1, sucesso: 0
processo: 337, tentativas: 15, sucesso: 1
processo: 18, tentativas: 3, sucesso: 1
processo: 482, tentativas: 30, sucesso: 0
processo: 02, tentativas: 8, sucesso: 2
processo: 701, tentativas: 12, sucesso: 4
processo: 612, tentativas: 3, sucesso: 2
processo: 374, tentativas: 1, sucesso: 0
processo: 620, tentativas: 7, sucesso: 0
processo: 402, tentativas: 33, sucesso: 2
processo: 250, tentativas: 9, sucesso: 3
processo: 289, tentativas: 12, sucesso: 2
processo: 39, tentativas: 33, sucesso: 1
processo: 204, tentativas: 7, sucesso: 0
processo: 287, tentativas: 30, sucesso: 1
processo: 565, tentativas: 3, sucesso: 2
processo: 686, tentativas: 6, sucesso: 0
processo: 736, tentativas: 9, sucesso: 0
processo: 129, tentativas: 28, sucesso: 0
processo: 598, tentativas: 3, sucesso: 0
processo: 459, tentativas: 2, sucesso: 0
processo: 322, tentativas: 7, sucesso: 1
processo: 545, tentativas: 1, sucesso: 0
processo: 474, tentativas: 2, sucesso: 1
processo: 45, tentativas: 22, sucesso: 0
processo: 205, tentativas: 2, sucesso: 0
processo: 30, tentativas: 7, sucesso: 2
processo: 440, tentativas: 1, sucesso: 0
processo: 67, tentativas: 5, sucesso: 2
processo: 437, tentativas: 40, sucesso: 4
processo: 724, tentativas: 21, sucesso: 1
processo: 361, tentativas: 1, sucesso: 0
processo: 780, tentativas: 5, sucesso: 1
processo: 371, tentativas: 34, sucesso: 0
processo: 573, tentativas: 9, sucesso: 2
processo: 625, tentativas: 6, sucesso: 1
processo: 132, tentativas: 1, sucesso: 0
processo: 885, tentativas: 16, sucesso: 2
processo: 760, tentativas: 1, sucesso: 0
processo: 404, tentativas: 1, sucesso: 0
processo: 787, tentativas: 7, sucesso: 2
processo: 713, tentativas: 3, sucesso: 0
processo: 758, tentativas: 3, sucesso: 2
processo: 902, tentativas: 4, sucesso: 2
processo: 599, tentativas: 11, sucesso: 1
processo: 122, tentativas: 2, sucesso: 0
processo: 749, tentativas: 3, sucesso: 1
processo: 534, tentativas: 7, sucesso: 3
processo: 948, tentativas: 20, sucesso: 0
processo: 260, tentativas: 2, sucesso: 0
processo: 351, tentativas: 2, sucesso: 1
processo: 637, tentativas: 9, sucesso: 4
processo: 164, tentativas: 22, sucesso: 1
processo: 960, tentativas: 9, sucesso: 1
processo: 44, tentativas: 5, sucesso: 1
processo: 679, tentativas: 10, sucesso: 2
processo: 563, tentativas: 14, sucesso: 7
processo: 278, tentativas: 10, sucesso: 0
processo: 51, tentativas: 9, sucesso: 0
processo: 423, tentativas: 1, sucesso: 0
processo: 844, tentativas: 4, sucesso: 3
processo: 561, tentativas: 4, sucesso: 0
processo: 358, tentativas: 4, sucesso: 2
processo: 789, tentativas: 10, sucesso: 0
processo: 117, tentativas: 10, sucesso: 1
processo: 197, tentativas: 1, sucesso: 0
processo: 950, tentativas: 1, sucesso: 0
processo: 439, tentativas: 8, sucesso: 0
processo: 811, tentativas: 10, sucesso: 0
processo: 903, tentativas: 6, sucesso: 0
processo: 344, tentativas: 8, sucesso: 0
processo: 912, tentativas: 2, sucesso: 1
processo: 650, tentativas: 10, sucesso: 0
processo: 149, tentativas: 21, sucesso: 2
processo: 651, tentativas: 9, sucesso: 1
processo: 575, tentativas: 4, sucesso: 1
processo: 781, tentativas: 9, sucesso: 2
processo: 642, tentativas: 16, sucesso: 2
processo: 379, tentativas: 5, sucesso: 1
processo: 705, tentativas: 14, sucesso: 2
processo: 636, tentativas: 6, sucesso: 1
processo: 590, tentativas: 5, sucesso: 0
processo: 707, tentativas: 11, sucesso: 2
processo: 453, tentativas: 2, sucesso: 0
processo: 924, tentativas: 7, sucesso: 1
processo: 85, tentativas: 4, sucesso: 1
processo: 206, tentativas: 15, sucesso: 1
processo: 438, tentativas: 5, sucesso: 3
processo: 600, tentativas: 5, sucesso: 1
processo: 853, tentativas: 17, sucesso: 3
processo: 935, tentativas: 4, sucesso: 1
processo: 741, tentativas: 37, sucesso: 0
processo: 570, tentativas: 8, sucesso: 2
processo: 860, tentativas: 28, sucesso: 1
processo: 971, tentativas: 6, sucesso: 3
processo: 978, tentativas: 8, sucesso: 0
processo: 795, tentativas: 1, sucesso: 0
processo: 510, tentativas: 9, sucesso: 1
processo: 192, tentativas: 10, sucesso: 2
processo: 104, tentativas: 2, sucesso: 0
processo: 380, tentativas: 7, sucesso: 1
processo: 169, tentativas: 13, sucesso: 2
processo: 443, tentativas: 12, sucesso: 3
processo: 682, tentativas: 10, sucesso: 1
processo: 201, tentativas: 8, sucesso: 0
processo: 709, tentativas: 21, sucesso: 2
processo: 804, tentativas: 14, sucesso: 2
processo: 949, tentativas: 2, sucesso: 0
processo: 654, tentativas: 6, sucesso: 3
processo: 560, tentativas: 9, sucesso: 2
processo: 663, tentativas: 2, sucesso: 0
processo: 481, tentativas: 1, sucesso: 0
processo: 415, tentativas: 8, sucesso: 1
processo: 812, tentativas: 2, sucesso: 1
processo: 429, tentativas: 7, sucesso: 2
processo: 657, tentativas: 3, sucesso: 2
processo: 944, tentativas: 6, sucesso: 2
processo: 304, tentativas: 13, sucesso: 2
processo: 245, tentativas: 25, sucesso: 0
processo: 957, tentativas: 4, sucesso: 0
processo: 538, tentativas: 8, sucesso: 3
processo: 640, tentativas: 8, sucesso: 1
processo: 307, tentativas: 4, sucesso: 2
processo: 660, tentativas: 4, sucesso: 2
processo: 172, tentativas: 19, sucesso: 2
processo: 140, tentativas: 7, sucesso: 0
processo: 157, tentativas: 5, sucesso: 3
processo: 557, tentativas: 34, sucesso: 3
processo: 485, tentativas: 17, sucesso: 3
processo: 955, tentativas: 3, sucesso: 0
processo: 489, tentativas: 4, sucesso: 1
processo: 240, tentativas: 9, sucesso: 3
processo: 710, tentativas: 5, sucesso: 2
processo: 502, tentativas: 2, sucesso: 0
processo: 900, tentativas: 3, sucesso: 0
processo: 82, tentativas: 5, sucesso: 0
processo: 753, tentativas: 5, sucesso: 3
processo: 734, tentativas: 4, sucesso: 1
processo: 468, tentativas: 8, sucesso: 0
processo: 746, tentativas: 7, sucesso: 0
processo: 405, tentativas: 5, sucesso: 0
processo: 215, tentativas: 13, sucesso: 0
processo: 716, tentativas: 9, sucesso: 1
processo: 163, tentativas: 4, sucesso: 1
processo: 615, tentativas: 3, sucesso: 0
processo: 777, tentativas: 7, sucesso: 2
processo: 522, tentativas: 2, sucesso: 0
processo: 609, tentativas: 14, sucesso: 0
processo: 60, tentativas: 12, sucesso: 0
processo: 150, tentativas: 2, sucesso: 1
processo: 395, tentativas: 5, sucesso: 2
processo: 980, tentativas: 9, sucesso: 2
processo: 343, tentativas: 6, sucesso: 2
processo: 514, tentativas: 1, sucesso: 0
processo: 274, tentativas: 3, sucesso: 0
processo: 37, tentativas: 33, sucesso: 0
processo: 994, tentativas: 4, sucesso: 2
processo: 911, tentativas: 14, sucesso: 0
processo: 111, tentativas: 3, sucesso: 1
processo: 572, tentativas: 20, sucesso: 0
processo: 269, tentativas: 24, sucesso: 4
processo: 917, tentativas: 14, sucesso: 2
processo: 543, tentativas: 3, sucesso: 1
processo: 819, tentativas: 4, sucesso: 0
processo: 319, tentativas: 6, sucesso: 3
processo: 232, tentativas: 10, sucesso: 0
processo: 968, tentativas: 2, sucesso: 0
processo: 63, tentativas: 15, sucesso: 1
processo: 591, tentativas: 13, sucesso: 0
processo: 382, tentativas: 37, sucesso: 0
processo: 224, tentativas: 17, sucesso: 2
processo: 497, tentativas: 20, sucesso: 0
processo: 52, tentativas: 19, sucesso: 0
processo: 130, tentativas: 11, sucesso: 0
processo: 887, tentativas: 2, sucesso: 1
processo: 512, tentativas: 10, sucesso: 2
processo: 222, tentativas: 9, sucesso: 3
processo: 275, tentativas: 9, sucesso: 2
processo: 168, tentativas: 5, sucesso: 2
processo: 567, tentativas: 10, sucesso: 1
processo: 297, tentativas: 20, sucesso: 1
processo: 34, tentativas: 2, sucesso: 1
processo: 553, tentativas: 22, sucesso: 2
processo: 886, tentativas: 2, sucesso: 0
processo: 530, tentativas: 5, sucesso: 0
processo: 29, tentativas: 12, sucesso: 0
processo: 306, tentativas: 19, sucesso: 0
processo: 341, tentativas: 13, sucesso: 1
processo: 739, tentativas: 6, sucesso: 3
processo: 230, tentativas: 1, sucesso: 0
processo: 276, tentativas: 14, sucesso: 2
processo: 685, tentativas: 11, sucesso: 1
processo: 55, tentativas: 24, sucesso: 0
processo: 822, tentativas: 5, sucesso: 0
processo: 332, tentativas: 11, sucesso: 0
processo: 569, tentativas: 3, sucesso: 0
processo: 818, tentativas: 4, sucesso: 0
processo: 472, tentativas: 2, sucesso: 0
processo: 413, tentativas: 2, sucesso: 0
processo: 963, tentativas: 17, sucesso: 0
processo: 604, tentativas: 3, sucesso: 2
processo: 184, tentativas: 5, sucesso: 0
processo: 249, tentativas: 9, sucesso: 1
processo: 33, tentativas: 4, sucesso: 0
