processo: 48, tentativas: 15, sucesso: 3
processo: 137, tentativas: 7, sucesso: 5
processo: 933, tentativas: 3, sucesso: 0
processo: 704, tentativas: 6, sucesso: 0
processo: 425, tentativas: 1, sucesso: 0
processo: 92, tentativas: 10, sucesso: 1
processo: 876, tentativas: 25, sucesso: 0
processo: 842, tentativas: 4, sucesso: 0
processo: 766, tentativas: 9, sucesso: 0
processo: 717, tentativas: 8, sucesso: 2
processo: 201, tentativas: 6, sucesso: 3
processo: 455, tentativas: 5, sucesso: 2
processo: 349, tentativas: 2, sucesso: 0
processo: 463, tentativas: 6, sucesso: 1
processo: 574, tentativas: 16, sucesso: 1
processo: 146, tentativas: 5, sucesso: 1
processo: 877, tentativas: 14, sucesso: 3
processo: 155, tentativas: 3, sucesso: 0
processo: 370, tentativas: 8, sucesso: 0
processo: 405, tentativas: 4, sucesso: 2
processo: 734, tentativas: 4, sucesso: 0
processo: 904, tentativas: 5, sucesso: 1
processo: 42, tentativas: 6, sucesso: 0
processo: 295, tentativas: 9, sucesso: 0
processo: 263, tentativas: 12, sucesso: 3
processo: 511, tentativas: 22, sucesso: 1
processo: 765, tentativas: 9, sucesso: 2
processo: 471, tentativas: 1, sucesso: 0
processo: 983, tentativas: 8, sucesso: 1
processo: 530, tentativas: 1, sucesso: 0
processo: 888, tentativas: 2, sucesso: 0
processo: 128, tentativas: 2, sucesso: 0
processo: 577, tentativas: 5, sucesso: 0
processo: 281, tentativas: 6, sucesso: 0
processo: 500, tentativas: 1, sucesso: 0
processo: 526, tentativas: 6, sucesso: 1
processo: 748, tentativas: 3, sucesso: 1
processo: 29, tentativas: 12, sucesso: 1
processo: 815, tentativas: 13, sucesso: 1
processo: 167, tentativas: 2, sucesso: 0
processo: 265, tentativas: 3, sucesso: 0
processo: 259, tentativas: 8, sucesso: 1
processo: 342, tentativas: 3, sucesso: 2
processo: 430, tentativas: 12, sucesso: 0
processo: 71, tentativas: 9, sucesso: 0
processo: 566, tentativas: 8, sucesso: 2
processo: 914, tentativas: 1, sucesso: 0
processo: 22, tentativas: 2, sucesso: 1
processo: 04, tentativas: 3, sucesso: 0
processo: 189, tentativas: 9, sucesso: 1
processo: 350, tentativas: 4, sucesso: 0
processo: 65, tentativas: 9, sucesso: 0
processo: 777, tentativas: 6, sucesso: 0
processo: 145, tentativas: 2, sucesso: 0
processo: 141, tentativas: 1, sucesso: 0
processo: 733, tentativas: 6, sucesso: 2
processo: 453, tentativas: 19, sucesso: 0
processo: 476, tentativas: 2, sucesso: 1
processo: 309, tentativas: 8, sucesso: 2
processo: 212, tentativas: 19, sucesso: 1
processo: 17, tentativas: 4, sucesso: 1
processo: 917, tentativas: 2, sucesso: 1
processo: 805, tentativas: 10, sucesso: 1
processo: 399, tentativas: 8, sucesso: 1
processo: 544, tentativas: 5, sucesso: 1
processo: 289, tentativas: 7, sucesso: 3
processo: 124, tentativas: 6, sucesso: 0
processo: 291, tentativas: 8, sucesso: 2
processo: 236, tentativas: 3, sucesso: 0
processo: 40, tentativas: 3, sucesso: 2
processo: 977, tentativas: 16, sucesso: 0
processo: 477, tentativas: 7, sucesso: 0
processo: 968, tentativas: 2, sucesso: 0
processo: 38, tentativas: 2, sucesso: 0
processo: 387, tentativas: 11, sucesso: 2
processo: 952, tentativas: 8, sucesso: 1
processo: 803, tentativas: 6, sucesso: 0
processo: 503, tentativas: 17, sucesso: 1
processo: 457, tentativas: 10, sucesso: 1
processo: 778, tentativas: 10, sucesso: 0
processo: 535, tentativas: 5, sucesso: 0
processo: 638, tentativas: 7, sucesso: 2
processo: 587, tentativas: 1, sucesso: 0
processo: 859, tentativas: 1, sucesso: 0
processo: 328, tentativas: 1, sucesso: 0
processo: 515, tentativas: 10, sucesso: 3
processo: 162, tentativas: 7, sucesso: 0
processo: 16, tentativas: 12, sucesso: 2
processo: 244, tentativas: 15, sucesso: 2
processo: 894, tentativas: 8, sucesso: 0
processo: 822, tentativas: 17, sucesso: 4
processo: 831, tentativas: 9, sucesso: 4
processo: 901, tentativas: 15, sucesso: 3
processo: 719, tentativas: 23, sucesso: 0
processo: 819, tentativas: 3, sucesso: 1
processo: 222, tentativas: 8, sucesso: 0
processo: 802, tentativas: 2, sucesso: 0
processo: 967, tentativas: 6, sucesso: 1
processo: 620, tentativas: 11, sucesso: 3
processo: 763, tentativas: 2, sucesso: 1
processo: 773, tentativas: 2, sucesso: 0
processo: 908, tentativas: 2, sucesso: 1
processo: 687, tentativas: 2, sucesso: 0
processo: 86, tentativas: 8, sucesso: 3
processo: 89, tentativas: 4, sucesso: 0
processo: 724, tentativas: 4, sucesso: 3
processo: 64, tentativas: 4, sucesso: 1
processo: 886, tentativas: 8, sucesso: 0
processo: 712, tentativas: 2, sucesso: 0
processo: 172, tentativas: 11, sucesso: 0
processo: 160, tentativas: 7, sucesso: 3
processo: 837, tentativas: 5, sucesso: 2
processo: 78, tentativas: 11, sucesso: 2
processo: 129, tentativas: 7, sucesso: 0
processo: 13, tentativas: 21, sucesso: 0
processo: 573, tentativas: 7, sucesso: 2
processo: 868, tentativas: 1, sucesso: 0
processo: 903, tentativas: 1, sucesso: 0
processo: 440, tentativas: 5, sucesso: 2
processo: 602, tentativas: 3, sucesso: 0
processo: 210, tentativas: 10, sucesso: 0
processo: 582, tentativas: 3, sucesso: 2
processo: 143, tentativas: 4, sucesso: 2
processo: 482, tentativas: 14, sucesso: 1
processo: 111, tentativas: 7, sucesso: 2
processo: 662, tentativas: 13, sucesso: 0
processo: 159, tentativas: 2, sucesso: 0
processo: 807, tentativas: 3, sucesso: 0
processo: 473, tentativas: 7, sucesso: 1
processo: 548, tentativas: 10, sucesso: 0
processo: 320, tentativas: 11, sucesso: 0
processo: 565, tentativas: 16, sucesso: 2
processo: 954, tentativas: 6, sucesso: 0
processo: 135, tentativas: 4, sucesso: 1
processo: 679, tentativas: 4, sucesso: 0
processo: 825, tentativas: 6, sucesso: 3
processo: 833, tentativas: 19, sucesso: 2
processo: 969, tentativas: 1, sucesso: 0
processo: 524, tentativas: 1, sucesso: 0
processo: 647, tentativas: 4, sucesso: 2
processo: 538, tentativas: 10, sucesso: 0
processo: 179, tentativas: 1, sucesso: 0
processo: 397, tentativas: 15, sucesso: 2
processo: 919, tentativas: 18, sucesso: 0
processo: 750, tentativas: 3, sucesso: 2
processo: 795, tentativas: 5, sucesso: 0
processo: 76, tentativas: 7, sucesso: 1
processo: 54, tentativas: 5, sucesso: 0
processo: 909, tentativas: 9, sucesso: 4
processo: 726, tentativas: 9, sucesso: 1
processo: 472, tentativas: 1, sucesso: 0
processo: 682, tentativas: 9, sucesso: 0
processo: 880, tentativas: 10, sucesso: 0
processo: 615, tentativas: 7, sucesso: 2
processo: 499, tentativas: 6, sucesso: 2
processo: 262, tentativas: 20, sucesso: 3
processo: 892, tentativas: 15, sucesso: 0
processo: 571, tentativas: 2, sucesso: 0
processo: 693, tentativas: 14, sucesso: 0
processo: 389, tentativas: 2, sucesso: 0
processo: 442, tentativas: 6, sucesso: 2
processo: 924, tentativas: 13, sucesso: 3
processo: 364, tentativas: 3, sucesso: 1
processo: 676, tentativas: 5, sucesso: 4
processo: 11, tentativas: 1, sucesso: 0
processo: 304, tentativas: 9, sucesso: 2
processo: 939, tentativas: 5, sucesso: 1
processo: 683, tentativas: 6, sucesso: 1
processo: 479, tentativas: 4, sucesso: 2
processo: 465, tentativas: 4, sucesso: 2
processo: 417, tentativas: 9, sucesso: 4
processo: 626, tentativas: 4, sucesso: 1
processo: 118, tentativas: 4, sucesso: 1
processo: 55, tentativas: 5, sucesso: 1
processo: 866, tentativas: 4, sucesso: 1
processo: 550, tentativas: 5, sucesso: 0
processo: 857, tentativas: 2, sucesso: 0
processo: 902, tentativas: 2, sucesso: 1
processo: 689, tentativas: 11, sucesso: 0
processo: 69, tentativas: 9, sucesso: 0
processo: 348, tentativas: 2, sucesso: 1
processo: 816, tentativas: 4, sucesso: 0
processo: 280, tentativas: 2, sucesso: 0
processo: 617, tentativas: 5, sucesso: 0
processo: 332, tentativas: 8, sucesso: 3
processo: 406, tentativas: 4, sucesso: 1
processo: 756, tentativas: 2, sucesso: 1
processo: 264, tentativas: 3, sucesso: 1
processo: 256, tentativas: 7, sucesso: 2
processo: 130, tentativas: 5, sucesso: 0
processo: 409, tentativas: 3, sucesso: 0
processo: 843, tentativas: 5, sucesso: 1
processo: 108, tentativas: 18, sucesso: 1
processo: 899, tentativas: 1, sucesso: 0
processo: 731, tentativas: 6, sucesso: 0
processo: 23, tentativas: 2, sucesso: 1
processo: 444, tentativas: 4, sucesso: 2
processo: 767, tentativas: 2, sucesso: 1
processo: 454, tentativas: 7, sucesso: 0
processo: 864, tentativas: 3, sucesso: 0
processo: 187, tentativas: 6, sucesso: 0
processo: 62, tentativas: 29, sucesso: 0
processo: 881, tentativas: 11, sucesso: 1
processo: 308, tentativas: 19, sucesso: 2
processo: 711, tentativas: 2, sucesso: 1
processo: 875, tentativas: 6, sucesso: 1
processo: 204, tentativas: 5, sucesso: 3
processo: 293, tentativas: 2, sucesso: 0
processo: 840, tentativas: 9, sucesso: 2
processo: 928, tentativas: 2, sucesso: 0
processo: 525, tentativas: 7, sucesso: 1
processo: 657, tentativas: 20, sucesso: 0
processo: 790, tentativas: 6, sucesso: 0
processo: 20, tentativas: 7, sucesso: 2
processo: 537, tentativas: 3, sucesso: 1
processo: 925, tentativas: 4, sucesso: 0
processo: 314, tentativas: 17, sucesso: 3
processo: 804, tentativas: 1, sucesso: 0
processo: 675, tentativas: 29, sucesso: 2
processo: 302, tentativas: 8, sucesso: 2
processo: 633, tentativas: 7, sucesso: 1
processo: 609, tentativas: 3, sucesso: 0
processo: 661, tentativas: 9, sucesso: 0
processo: 951, tentativas: 5, sucesso: 1
processo: 279, tentativas: 8, sucesso: 1
processo: 696, tentativas: 11, sucesso: 1
processo: 663, tentativas: 8, sucesso: 0
processo: 557, tentativas: 2, sucesso: 0
processo: 214, tentativas: 1, sucesso: 0
processo: 220, tentativas: 1, sucesso: 0
processo: 519, tentativas: 15, sucesso: 3
processo: 730, tentativas: 7, sucesso: 0
processo: 161, tentativas: 12, sucesso: 2
processo: 26, tentativas: 10, sucesso: 0
processo: 410, tentativas: 3, sucesso: 1
processo: 497, tentativas: 5, sucesso: 0
processo: 431, tentativas: 10, sucesso: 2
processo: 735, tentativas: 1, sucesso: 0
processo: 113, tentativas: 1, sucesso: 0
processo: 171, tentativas: 14, sucesso: 3
processo: 841, tentativas: 3, sucesso: 2
processo: 18, tentativas: 21, sucesso: 1
processo: 926, tentativas: 9, sucesso: 0
processo: 434, tentativas: 7, sucesso: 0
processo: 119, tentativas: 5, sucesso: 1
processo: 545, tentativas: 7, sucesso: 2
processo: 374, tentativas: 13, sucesso: 1
processo: 181, tentativas: 11, sucesso: 1
processo: 791, tentativas: 7, sucesso: 1
processo: 225, tentativas: 7, sucesso: 0
processo: 610, tentativas: 9, sucesso: 4
processo: 768, tentativas: 8, sucesso: 5
processo: 79, tentativas: 4, sucesso: 2
processo: 138, tentativas: 7, sucesso: 1
processo: 426, tentativas: 5, sucesso: 0
processo: 992, tentativas: 1, sucesso: 0
processo: 253, tentativas: 2, sucesso: 0
processo: 549, tentativas: 9, sucesso: 0
processo: 285, tentativas: 16, sucesso: 1
processo: 432, tentativas: 3, sucesso: 1
processo: 812, tentativas: 7, sucesso: 0
processo: 900, tentativas: 3, sucesso: 1
processo: 105, tentativas: 7, sucesso: 0
processo: 658, tentativas: 20, sucesso: 1
processo: 688, tentativas: 21, sucesso: 2
processo: 462, tentativas: 8, sucesso: 1
processo: 404, tentativas: 7, sucesso: 3
processo: 887, tentativas: 4, sucesso: 1
processo: 821, tentativas: 12, sucesso: 0
processo: 452, tentativas: 11, sucesso: 2
processo: 619, tentativas: 6, sucesso: 1
processo: 747, tentativas: 3, sucesso: 2
processo: 205, tentativas: 10, sucesso: 0
processo: 164, tentativas: 5, sucesso: 0
processo: 932, tentativas: 9, sucesso: 0
processo: 112, tentativas: 7, sucesso: 2
processo: 02, tentativas: 2, sucesso: 0
processo: 178, tentativas: 6, sucesso: 0
processo: 57, tentativas: 1, sucesso: 0
processo: 794, tentativas: 8, sucesso: 1
processo: 702, tentativas: 6, sucesso: 0
processo: 944, tentativas: 8, sucesso: 0
processo: 230, tentativas: 10, sucesso: 1
processo: 616, tentativas: 11, sucesso: 1
processo: 753, tentativas: 4, sucesso: 0
processo: 672, tentativas: 1, sucesso: 0
processo: 97, tentativas: 5, sucesso: 4
processo: 576, tentativas: 4, sucesso: 0
processo: 797, tentativas: 12, sucesso: 0
processo: 513, tentativas: 4, sucesso: 0
processo: 87, tentativas: 2, sucesso: 0
processo: 337, tentativas: 2, sucesso: 1
processo: 241, tentativas: 1, sucesso: 0
processo: 690, tentativas: 1, sucesso: 0
processo: 498, tentativas: 4, sucesso: 0
processo: 844, tentativas: 5, sucesso: 1
processo: 25, tentativas: 12, sucesso: 0
processo: 978, tentativas: 2, sucesso: 1
processo: 774, tentativas: 6, sucesso: 1
processo: 554, tentativas: 8, sucesso: 1
processo: 709, tentativas: 5, sucesso: 0
processo: 938, tentativas: 9, sucesso: 0
processo: 215, tentativas: 14, sucesso: 0
processo: 180, tentativas: 2, sucesso: 0
processo: 102, tentativas: 8, sucesso: 1
processo: 484, tentativas: 4, sucesso: 2
processo: 623, tentativas: 20, sucesso: 1
processo: 371, tentativas: 2, sucesso: 1
processo: 528, tentativas: 11, sucesso: 0
processo: 34, tentativas: 17, sucesso: 0
processo: 738, tentativas: 3, sucesso: 2
processo: 986, tentativas: 7, sucesso: 1
processo: 56, tentativas: 9, sucesso: 3
processo: 930, tentativas: 4, sucesso: 2
processo: 974, tentativas: 5, sucesso: 1
processo: 512, tentativas: 10, sucesso: 3
processo: 232, tentativas: 20, sucesso: 0
processo: 912, tentativas: 2, sucesso: 0
processo: 52, tentativas: 1, sucesso: 0
processo: 12, tentativas: 1, sucesso: 0
processo: 414, tentativas: 13, sucesso: 3
processo: 45, tentativas: 8, sucesso: 0
processo: 817, tentativas: 2, sucesso: 1
processo: 522, tentativas: 1, sucesso: 0
processo: 956, tentativas: 7, sucesso: 4
processo: 745, tentativas: 3, sucesso: 0
processo: 407, tentativas: 3, sucesso: 0
processo: 975, tentativas: 6, sucesso: 1
processo: 949, tentativas: 8, sucesso: 0
processo: 889, tentativas: 3, sucesso: 1
processo: 58, tentativas: 4, sucesso: 1
processo: 252, tentativas: 13, sucesso: 2
processo: 808, tentativas: 5, sucesso: 1
processo: 329, tentativas: 7, sucesso: 1
processo: 599, tentativas: 2, sucesso: 1
processo: 234, tentativas: 1, sucesso: 0
processo: 964, tentativas: 9, sucesso: 0
processo: 324, tentativas: 3, sucesso: 1
processo: 996, tentativas: 26, sucesso: 0
processo: 356, tentativas: 13, sucesso: 2
processo: 321, tentativas: 6, sucesso: 3
processo: 367, tentativas: 6, sucesso: 2
processo: 752, tentativas: 4, sucesso: 2
processo: 884, tentativas: 13, sucesso: 4
processo: 117, tentativas: 5, sucesso: 2
processo: 716, tentativas: 9, sucesso: 0
processo: 829, tentativas: 1, sucesso: 0
processo: 806, tentativas: 4, sucesso: 1
processo: 247, tentativas: 14, sucesso: 2
processo: 96, tentativas: 6, sucesso: 0
processo: 995, tentativas: 5, sucesso: 1
processo: 546, tentativas: 7, sucesso: 2
processo: 14, tentativas: 2, sucesso: 1
processo: 339, tentativas: 9, sucesso: 3
processo: 456, tentativas: 12, sucesso: 0
processo: 109, tentativas: 37, sucesso: 2
processo: 958, tentativas: 7, sucesso: 5
processo: 235, tentativas: 3, sucesso: 2
processo: 448, tentativas: 2, sucesso: 0
processo: 782, tentativas: 2, sucesso: 1
processo: 976, tentativas: 6, sucesso: 1
processo: 656, tentativas: 6, sucesso: 0
processo: 223, tentativas: 5, sucesso: 4
processo: 282, tentativas: 8, sucesso: 1
processo: 965, tentativas: 12, sucesso: 0
processo: 915, tentativas: 20, sucesso: 0
processo: 907, tentativas: 7, sucesso: 3
processo: 276, tentativas: 10, sucesso: 2
processo: 369, tentativas: 11, sucesso: 0
processo: 743, tentativas: 4, sucesso: 1
processo: 218, tentativas: 5, sucesso: 2
processo: 317, tentativas: 4, sucesso: 1
processo: 88, tentativas: 16, sucesso: 0
processo: 720, tentativas: 23, sucesso: 1
processo: 81, tentativas: 7, sucesso: 3
processo: 385, tentativas: 3, sucesso: 1
processo: 871, tentativas: 4, sucesso: 0
processo: 818, tentativas: 10, sucesso: 2
processo: 292, tentativas: 1, sucesso: 0
processo: 891, tentativas: 5, sucesso: 1
processo: 450, tentativas: 5, sucesso: 2
processo: 274, tentativas: 1, sucesso: 0
processo: 50, tentativas: 2, sucesso: 0
processo: 622, tentativas: 2, sucesso: 0
processo: 989, tentativas: 1, sucesso: 0
processo: 722, tentativas: 19, sucesso: 3
processo: 581, tentativas: 5, sucesso: 1
processo: 458, tentativas: 3, sucesso: 1
processo: 243, tentativas: 7, sucesso: 2
processo: 421, tentativas: 13, sucesso: 1
processo: 998, tentativas: 2, sucesso: 0
processo: 196, tentativas: 5, sucesso: 1
processo: 46, tentativas: 4, sucesso: 1
processo: 106, tentativas: 7, sucesso: 4
processo: 66, tentativas: 8, sucesso: 1
processo: 506, tentativas: 8, sucesso: 2
processo: 104, tentativas: 5, sucesso: 0
